#MEDIUM_PROPERTIES_DISTRIBUTED
$MSH_TYPE
	 GROUNDWATER_FLOW	
$MMP_TYPE
	 PERMEABILITY	
$DIS_TYPE
	 NEAREST_VALUE	
;hj
$CONVERSION_FACTOR
	 1.0	
$DATA
0.0 0.0 0 4.06958700318688e-07
0.0 0.01 0 2.332658861195821e-07
0.0 0.02 0 7.484008883186379e-07
0.0 0.03 0 7.87551392160582e-07
0.0 0.04 0 1.159225167000508e-06
0.0 0.05 0 8.338437141365584e-07
0.0 0.06 0 5.0414739040884405e-06
0.0 0.07 0 6.004865539288735e-06
0.0 0.08 0 2.1665941945841696e-05
0.0 0.09 0 1.9738180992192967e-05
0.0 0.1 0 9.84527759692306e-06
0.0 0.11 0 1.1871216662495538e-06
0.0 0.12 0 1.507920268891395e-07
0.0 0.13 0 9.605834173342498e-08
0.0 0.14 0 2.2123544599733513e-08
0.0 0.15 0 1.6835156516610158e-07
0.0 0.16 0 2.823340203810869e-07
0.0 0.17 0 1.233637415836168e-06
0.0 0.18 0 3.9158462656092164e-07
0.0 0.19 0 3.236466468003298e-07
0.0 0.2 0 3.4451226439455426e-07
0.0 0.21 0 3.902233443675985e-07
0.0 0.22 0 2.3796732798795096e-07
0.0 0.23 0 4.029059880049932e-08
0.0 0.24 0 7.652117766672758e-09
0.0 0.25 0 1.498935407168796e-08
0.0 0.26 0 1.7003720897898273e-08
0.0 0.27 0 2.3968897623117125e-08
0.0 0.28 0 5.875616391280961e-08
0.0 0.29 0 5.534951580124396e-08
0.0 0.3 0 1.0393776285766496e-07
0.0 0.31 0 1.2879586149629257e-07
0.0 0.32 0 1.2238268224263876e-07
0.0 0.33 0 6.753918134648639e-08
0.0 0.34 0 3.324437489090526e-08
0.0 0.35000000000000003 0 1.7213654251370113e-08
0.0 0.36 0 1.0537068744786277e-08
0.0 0.37 0 2.988354179110072e-08
0.0 0.38 0 5.607069161704045e-09
0.0 0.39 0 4.205440178856648e-09
0.0 0.4 0 4.3323976069226155e-09
0.0 0.41000000000000003 0 6.797944597036792e-09
0.0 0.42 0 2.1364646570209272e-08
0.0 0.43 0 8.141406128642191e-08
0.0 0.44 0 4.148390088336034e-08
0.0 0.45 0 1.0693572604900321e-08
0.0 0.46 0 4.179308590834008e-08
0.0 0.47000000000000003 0 7.321330807976234e-08
0.0 0.48 0 2.9141122485078235e-06
0.0 0.49 0 7.339144500292803e-06
0.0 0.5 0 8.465519463390334e-06
0.01 0.0 0 6.887946791017423e-07
0.01 0.01 0 1.2121603721504128e-07
0.01 0.02 0 1.1547784507003798e-07
0.01 0.03 0 5.165436203849309e-07
0.01 0.04 0 2.5142155416095805e-07
0.01 0.05 0 2.4105298228756024e-07
0.01 0.06 0 1.6119400868540857e-06
0.01 0.07 0 1.9504686188579026e-06
0.01 0.08 0 4.056201894897958e-06
0.01 0.09 0 2.715051976139527e-05
0.01 0.1 0 3.7556825572610408e-06
