#MEDIUM_PROPERTIES_DISTRIBUTED
$MSH_TYPE
	 GROUNDWATER_FLOW	
$MMP_TYPE
	 PERMEABILITY	
$DIS_TYPE
	 NEAREST_VALUE	
;hj
$CONVERSION_FACTOR
	 1.0	
$DATA
0.0 0.0 0 5.467121237408997e-06
0.0 0.01 0 6.163768255799974e-06
0.0 0.02 0 9.178859835631066e-06
0.0 0.03 0 5.286401421357008e-06
0.0 0.04 0 4.655122375622464e-06
0.0 0.05 0 5.021111827091412e-06
0.0 0.06 0 4.489631228854083e-06
0.0 0.07 0 1.1060504267203532e-05
0.0 0.08 0 5.71424205570502e-06
0.0 0.09 0 6.159526351880393e-06
0.0 0.1 0 1.2163876619799686e-05
0.0 0.11 0 2.0575825567621107e-05
0.0 0.12 0 2.692723931312416e-05
0.0 0.13 0 8.774574703457095e-06
0.0 0.14 0 6.126990320408026e-06
0.0 0.15 0 6.895139607803633e-06
0.0 0.16 0 1.4703227109046509e-05
0.0 0.17 0 2.906624606212398e-05
0.0 0.18 0 1.3790314955330954e-05
0.0 0.19 0 8.726251343598052e-06
0.0 0.2 0 6.971883328636696e-06
0.0 0.21 0 6.646687596938982e-06
0.0 0.22 0 4.628221045549828e-06
0.0 0.23 0 2.1675348309359082e-06
0.0 0.24 0 5.532513597765078e-06
0.0 0.25 0 1.850870584612682e-05
0.0 0.26 0 1.93578848554249e-05
0.0 0.27 0 9.960052348085511e-06
0.0 0.28 0 9.863409430334292e-06
0.0 0.29 0 7.708977305302584e-06
0.0 0.3 0 5.6427289364932986e-06
0.0 0.31 0 3.9133350419651795e-06
0.0 0.32 0 3.837547108747117e-06
0.0 0.33 0 5.777471062050938e-06
0.0 0.34 0 7.431722332590514e-06
0.0 0.35000000000000003 0 7.237443624783162e-06
0.0 0.36 0 8.258726613723337e-06
0.0 0.37 0 5.405868439841969e-06
0.0 0.38 0 6.616992039283915e-06
0.0 0.39 0 7.372608705271454e-06
0.0 0.4 0 5.474186193631934e-06
0.0 0.41000000000000003 0 4.66477414377646e-06
0.0 0.42 0 5.573886866228744e-06
0.0 0.43 0 7.452307937735979e-06
0.0 0.44 0 4.442819008534268e-06
0.0 0.45 0 3.817625807661131e-06
