Trial,Variance,Anisotropy,Regime,Chem,massflux_in,massflux_out,delmassflux,reldelmassflux,normmassflux,Time,fraction
45,10.0,10,Slow,DO,-0.1068879822517186,-0.000496434866359238,-0.10639154738535936,99.53555595689875,0.00464444043101259,157.5,0.7682926829268293
45,10.0,10,Slow,Nitrate,-0.1068879822517186,-0.03131007076560484,-0.07557791148611376,70.70758554327428,0.2929241445672572,157.5,0.7682926829268293
45,10.0,10,Slow,Ammonium,-0.02565311574041246,-0.020724058478389797,-0.0049290572620226646,19.214263530015216,0.8078573646998478,157.5,0.7682926829268293
45,10.0,10,Slow,Nitrogen,-0.13356722262174756,-0.06616702591587009,-0.06740019670587746,50.461629270191395,0.49538370729808606,157.5,0.7682926829268293
45,10.0,10,Slow,TOC,-0.35230278950166444,-0.2795148866807833,-0.07278790282088116,20.66060927983009,0.7933939072016991,157.5,0.7682926829268293
46,0.1,2,Slow,DOC,-0.4528061897948141,-0.18455977311971858,-0.2682464166750955,59.24088997030926,0.4075911002969075,207.5,1.0121951219512195
46,0.1,2,Slow,DO,-0.14150193431087937,-0.0006043447389019197,-0.14089758957197746,99.5729070829702,0.004270929170297954,207.5,1.0121951219512195
46,0.1,2,Slow,Nitrate,-0.14150193431087937,-0.035809760911372224,-0.10569217339950715,74.69309441897927,0.25306905581020733,207.5,1.0121951219512195
46,0.1,2,Slow,Ammonium,-0.03396046423461105,-0.027250532103260384,-0.006709932131350665,19.758069515764127,0.8024193048423587,207.5,1.0121951219512195
46,0.1,2,Slow,Nitrogen,-0.17682081711487485,-0.07609114328778153,-0.10072967382709332,56.96708988832036,0.43032910111679634,207.5,1.0121951219512195
46,0.1,2,Slow,TOC,-0.46639037548865847,-0.3148682758512079,-0.15152209963745056,32.488256104919394,0.6751174389508061,207.5,1.0121951219512195
47,0.1,5,Slow,DOC,-0.4544749144059041,-0.18522642234799203,-0.26924849205791207,59.24386220741742,0.4075613779258258,205.0,1.0
47,0.1,5,Slow,DO,-0.142023410751845,-0.0006056229057701973,-0.14141778784607478,99.57357529821023,0.004264247017897575,205.0,1.0
47,0.1,5,Slow,Nitrate,-0.142023410751845,-0.03595148862144884,-0.10607192213039615,74.68622360839774,0.2531377639160226,205.0,1.0
47,0.1,5,Slow,Ammonium,-0.0340856185804428,-0.027380046207127258,-0.006705572373315545,19.6727319396896,0.803272680603104,205.0,1.0
47,0.1,5,Slow,Nitrogen,-0.1774724540755055,-0.0764013857860661,-0.10107106828943939,56.95028494193178,0.4304971505806823,205.0,1.0
47,0.1,5,Slow,TOC,-0.4681091618380812,-0.31592493192289217,-0.15218422991518904,32.51041473267073,0.6748958526732927,205.0,1.0
48,0.1,10,Slow,DOC,-0.457031125095978,-0.18632109086275678,-0.2707100342332212,59.23229718246679,0.4076770281753322,205.0,1.0
48,0.1,10,Slow,DO,-0.1428222265924931,-0.0006103755042241233,-0.14221185108826898,99.57263269255304,0.004273673074469526,205.0,1.0
48,0.1,10,Slow,Nitrate,-0.1428222265924931,-0.036189833220642585,-0.10663239337185051,74.66092352424874,0.25339076475751265,205.0,1.0
48,0.1,10,Slow,Ammonium,-0.034277334382198356,-0.027497793599587105,-0.006779540782611251,19.77849475404992,0.8022150524595009,205.0,1.0
48,0.1,10,Slow,Nitrogen,-0.17847065434997939,-0.07676876577363397,-0.10170188857634542,56.98521639132275,0.4301478360867725,205.0,1.0
48,0.1,10,Slow,TOC,-0.47074205884885734,-0.31713248039679964,-0.1536095784520577,32.63136904055085,0.6736863095944915,205.0,1.0
49,1.0,2,Slow,DOC,-0.45879848274238494,-0.18779923303988796,-0.270999249702497,59.06716344889547,0.40932836551104534,172.5,0.8414634146341463
49,1.0,2,Slow,DO,-0.1433745258569953,-0.0006214501533630718,-0.14275307570363224,99.56655469327731,0.0043344530672270115,172.5,0.8414634146341463
49,1.0,2,Slow,Nitrate,-0.1433745258569953,-0.03706276655118233,-0.10631175930581298,74.14968500879334,0.25850314991206663,172.5,0.8414634146341463
49,1.0,2,Slow,Ammonium,-0.03440988620567887,-0.0277296844210773,-0.006680201784601571,19.4136119621898,0.805863880378102,172.5,0.8414634146341463
49,1.0,2,Slow,Nitrogen,-0.17916080751090133,-0.07907864040176019,-0.10008216710914114,55.86164100262357,0.4413835899737643,172.5,0.8414634146341463
49,1.0,2,Slow,TOC,-0.47256243722465646,-0.3306611273348935,-0.14190130988976296,30.028055281571817,0.6997194471842818,172.5,0.8414634146341463
50,1.0,5,Slow,DOC,-0.4596938704473512,-0.18657202166753098,-0.27312184877982026,59.41385481473392,0.4058614518526609,200.0,0.975609756097561
50,1.0,5,Slow,DO,-0.14365433451479723,-0.0006101564970055074,-0.1430441780177917,99.57526064280178,0.00424739357198204,200.0,0.975609756097561
50,1.0,5,Slow,Nitrate,-0.14365433451479723,-0.03657967771299401,-0.10707465680180323,74.53632162472195,0.2546367837527805,200.0,0.975609756097561
50,1.0,5,Slow,Ammonium,-0.03447704028355134,-0.02774188196919957,-0.006735158314351772,19.535198668329574,0.8046480133167043,200.0,0.975609756097561
50,1.0,5,Slow,Nitrogen,-0.17951045640969063,-0.07850079479997954,-0.10100966160971109,56.26951411631429,0.43730485883685705,200.0,0.975609756097561
50,1.0,5,Slow,TOC,-0.47348468656077175,-0.32836437284539066,-0.1451203137153811,30.649420738289262,0.6935057926171074,200.0,0.975609756097561
51,1.0,10,Slow,DOC,-0.4633972418316995,-0.18908896328896377,-0.27430827854273576,59.19506069100889,0.40804939308991117,197.5,0.9634146341463414
51,1.0,10,Slow,DO,-0.14481163807240607,-0.0006200489497623815,-0.14419158912264368,99.57182381332338,0.004281761866766233,197.5,0.9634146341463414
51,1.0,10,Slow,Nitrate,-0.14481163807240607,-0.036823127634869626,-0.10798851043753645,74.57170699466987,0.2542829300533014,197.5,0.9634146341463414
51,1.0,10,Slow,Ammonium,-0.03475479313737746,-0.027962871527173663,-0.0067919216102038,19.5424026359672,0.8045759736403281,197.5,0.9634146341463414
51,1.0,10,Slow,Nitrogen,-0.18095662293527864,-0.07830270683294817,-0.10265391610233048,56.72846588159744,0.4327153411840256,197.5,0.9634146341463414
51,1.0,10,Slow,TOC,-0.4772991590866505,-0.3242560399980125,-0.153043119088638,32.06440157604678,0.6793559842395321,197.5,0.9634146341463414
52,10.0,2,Slow,DOC,-0.43050509474364673,-0.17514747527053182,-0.2553576194731149,59.315818230948686,0.40684181769051314,187.5,0.9146341463414634
52,10.0,2,Slow,DO,-0.13453284210738958,-0.0006036563083331866,-0.13392918579905638,99.55129446544262,0.004487055345573712,187.5,0.9146341463414634
52,10.0,2,Slow,Nitrate,-0.13453284210738958,-0.03579457466626558,-0.098738267441124,73.39343010557013,0.26606569894429866,187.5,0.9146341463414634
52,10.0,2,Slow,Ammonium,-0.03228788210577349,-0.026045019296695435,-0.006242862809078056,19.335002489871428,0.8066499751012857,187.5,0.9146341463414634
52,10.0,2,Slow,Nitrogen,-0.168112239497394,-0.07714244653955508,-0.09096979295783893,54.11253411994972,0.45887465880050277,187.5,0.9146341463414634
52,10.0,2,Slow,TOC,-0.4434202475859561,-0.32817600103647254,-0.11524424654948356,25.98984759421562,0.7401015240578438,187.5,0.9146341463414634
53,10.0,5,Slow,DOC,-0.4684261986206509,-0.19098106116381228,-0.27744513745683863,59.22921012398884,0.40770789876011165,147.5,0.7195121951219512
53,10.0,5,Slow,DO,-0.14638318706895342,-0.0006642520676009714,-0.14571893500135244,99.54622379734901,0.00453776202650976,147.5,0.7195121951219512
53,10.0,5,Slow,Nitrate,-0.14638318706895342,-0.03842735256813972,-0.1079558345008137,73.74879360288924,0.26251206397110766,147.5,0.7195121951219512
53,10.0,5,Slow,Ammonium,-0.03513196489654882,-0.02828137389075229,-0.006850591005796533,19.49959538548184,0.8050040461451816,147.5,0.7195121951219512
53,10.0,5,Slow,Nitrogen,-0.1829204305613642,-0.08159932922910713,-0.10132110133225707,55.39080627643009,0.4460919372356991,147.5,0.7195121951219512
53,10.0,5,Slow,TOC,-0.4824789845792704,-0.3398870888659635,-0.14259189571330688,29.554011733308833,0.7044598826669117,147.5,0.7195121951219512
54,10.0,10,Slow,DOC,-0.442973783752427,-0.1763148247176773,-0.26665895903474973,60.19745836331081,0.39802541636689187,180.0,0.8780487804878049
54,10.0,10,Slow,DO,-0.13842930742263346,-0.0005812298422970627,-0.1378480775803364,99.58012515332283,0.004198748466771787,180.0,0.8780487804878049
54,10.0,10,Slow,Nitrate,-0.13842930742263346,-0.036929995581915585,-0.10149931184071787,73.3221264560936,0.266778735439064,180.0,0.8780487804878049
54,10.0,10,Slow,Ammonium,-0.03322303378143202,-0.026483984944321304,-0.0067390488371107185,20.284266877750028,0.7971573312224998,180.0,0.8780487804878049
54,10.0,10,Slow,Nitrogen,-0.17298126255532276,-0.07933763781372213,-0.09364362474160062,54.13512617394128,0.45864873826058716,180.0,0.8780487804878049
54,10.0,10,Slow,TOC,-0.4562629972649998,-0.3355513975925297,-0.12071159967247008,26.45658324169562,0.7354341675830438,180.0,0.8780487804878049
55,0.1,2,Slow,DOC,-0.45717862451858593,-0.18635191697710698,-0.270826707541479,59.23870737103303,0.4076129262896698,205.0,1.0
55,0.1,2,Slow,DO,-0.14286832016205814,-0.0006102595619885707,-0.14225806060006957,99.57285172717343,0.004271482728265736,205.0,1.0
55,0.1,2,Slow,Nitrate,-0.14286832016205814,-0.0362016887846519,-0.10666663137740623,74.66080041846388,0.2533919958153611,205.0,1.0
55,0.1,2,Slow,Ammonium,-0.034288396838893946,-0.027510136974616087,-0.006778259864277859,19.76837790383118,0.8023162209616882,205.0,1.0
55,0.1,2,Slow,Nitrogen,-0.17852825287450785,-0.07680676688538181,-0.10172148598912605,56.977808470813144,0.43022191529186854,205.0,1.0
55,0.1,2,Slow,TOC,-0.4708939832541435,-0.3173013282382452,-0.1535926550158983,32.61724729513133,0.6738275270486866,205.0,1.0
56,0.1,5,Slow,DOC,-0.45616622096332604,-0.18596620554819587,-0.27020001541513017,59.232797826311035,0.40767202173688966,205.0,1.0
56,0.1,5,Slow,DO,-0.14255194405103938,-0.0006087292182500573,-0.14194321483278932,99.5729772594107,0.004270227405892882,205.0,1.0
56,0.1,5,Slow,Nitrate,-0.14255194405103938,-0.03613763406546821,-0.10641430998557116,74.64949755260477,0.25350502447395223,205.0,1.0
56,0.1,5,Slow,Ammonium,-0.03421246657224945,-0.02744899807899445,-0.0067634684932550045,19.76901746903281,0.8023098253096719,205.0,1.0
56,0.1,5,Slow,Nitrogen,-0.17813290928617884,-0.07666438643341507,-0.10146852285276377,56.96225546384012,0.43037744536159883,205.0,1.0
56,0.1,5,Slow,TOC,-0.4698512075922258,-0.31674374843772,-0.1531074591545058,32.5863713193613,0.674136286806387,205.0,1.0
57,0.1,10,Slow,DOC,-0.449826242926846,-0.18336459414457995,-0.266461648782266,59.23657255932931,0.40763427440670696,207.5,1.0121951219512195
57,0.1,10,Slow,DO,-0.14057070091463938,-0.0006001650039201754,-0.1399705359107192,99.57305114080306,0.0042694885919692584,207.5,1.0121951219512195
57,0.1,10,Slow,Nitrate,-0.14057070091463938,-0.0355688462954414,-0.10500185461919798,74.69682795631762,0.25303172043682376,207.5,1.0121951219512195
57,0.1,10,Slow,Ammonium,-0.03373696821951345,-0.027093450860535016,-0.006643517358978432,19.69209952640565,0.8030790047359435,207.5,1.0121951219512195
57,0.1,10,Slow,Nitrogen,-0.17565714786293338,-0.07566528842516812,-0.09999185943776526,56.92444665889126,0.4307555334110874,207.5,1.0121951219512195
57,0.1,10,Slow,TOC,-0.4633210302146514,-0.31339450683649694,-0.14992652337815443,32.3591017029154,0.676408982970846,207.5,1.0121951219512195
58,1.0,2,Slow,DOC,-0.46365676603212047,-0.18878018634758914,-0.27487657968453133,59.28449659796162,0.4071550340203838,202.5,0.9878048780487804
58,1.0,2,Slow,DO,-0.1448927393850377,-0.000615731313011654,-0.14427700807202604,99.57504336267988,0.00424956637320115,202.5,0.9878048780487804
58,1.0,2,Slow,Nitrate,-0.1448927393850377,-0.03677681130074353,-0.10811592808429416,74.61790600630933,0.2538209399369067,202.5,0.9878048780487804
58,1.0,2,Slow,Ammonium,-0.03477425745240904,-0.02796152516997353,-0.0068127322824355074,19.591309150911993,0.80408690849088,202.5,0.9878048780487804
58,1.0,2,Slow,Nitrogen,-0.1810579671355431,-0.07872740544460018,-0.10233056169094291,56.51812141154579,0.43481878588454215,202.5,0.9878048780487804
58,1.0,2,Slow,TOC,-0.4775664690130841,-0.3286708760864203,-0.14889559292666377,31.177983084608986,0.6882201691539102,202.5,0.9878048780487804
59,1.0,5,Slow,DOC,-0.46607812545005073,-0.19094746618811353,-0.2751306592619372,59.031017384964734,0.40968982615035265,172.5,0.8414634146341463
59,1.0,5,Slow,DO,-0.14564941420314087,-0.0006293657174957255,-0.14502004848564515,99.56788997680557,0.004321100231944177,172.5,0.8414634146341463
59,1.0,5,Slow,Nitrate,-0.14564941420314087,-0.037940657824288626,-0.10770875637885224,73.95069658751126,0.26049303412488733,172.5,0.8414634146341463
59,1.0,5,Slow,Ammonium,-0.034955859408753814,-0.02811357785196761,-0.006842281556786206,19.574061895536545,0.8042593810446346,172.5,0.8414634146341463
59,1.0,5,Slow,Nitrogen,-0.18200350798824483,-0.08040522973766072,-0.10159827825058411,55.82215385493894,0.4417784614506106,172.5,0.8414634146341463
59,1.0,5,Slow,TOC,-0.4800604692135523,-0.3344574068021584,-0.14560306241139387,30.33015041832639,0.696698495816736,172.5,0.8414634146341463
60,1.0,10,Slow,DOC,-0.450154461486848,-0.18383913627203535,-0.26631532521481266,59.16087654339365,0.4083912345660635,195.0,0.951219512195122
60,1.0,10,Slow,DO,-0.14067326921464,-0.0006001950039863899,-0.1400730742106536,99.57334111353407,0.004266588864659207,195.0,0.951219512195122
60,1.0,10,Slow,Nitrate,-0.14067326921464,-0.03586083605689671,-0.10481243315774327,74.50771119694383,0.2549228880305615,195.0,0.951219512195122
60,1.0,10,Slow,Ammonium,-0.033761584611513594,-0.027262021044028813,-0.006499563567484781,19.251358140542543,0.8074864185945746,195.0,0.951219512195122
60,1.0,10,Slow,Nitrogen,-0.17578531721061413,-0.07644889421687699,-0.09933642299373714,56.510079778004965,0.4348992022199503,195.0,0.951219512195122
60,1.0,10,Slow,TOC,-0.46365909533145344,-0.31709950743155013,-0.1465595878999033,31.609341728783097,0.6839065827121691,195.0,0.951219512195122
61,10.0,2,Slow,DOC,-0.4493247759459734,-0.1819293220183767,-0.2673954539275967,59.51050737512597,0.40489492624874035,125.0,0.6097560975609756
61,10.0,2,Slow,DO,-0.14041399248311667,-0.0006161929897583831,-0.1397977994933583,99.56115983965596,0.00438840160344044,125.0,0.6097560975609756
61,10.0,2,Slow,Nitrate,-0.14041399248311667,-0.038188130880837966,-0.1022258616022787,72.80318705742258,0.27196812942577425,125.0,0.6097560975609756
61,10.0,2,Slow,Ammonium,-0.033699358195948,-0.027195488500099355,-0.006503869695848645,19.2996841602481,0.807003158397519,125.0,0.6097560975609756
61,10.0,2,Slow,Nitrogen,-0.1754613250069026,-0.07709912836251692,-0.09836219664438567,56.05918947694948,0.43940810523050516,125.0,0.6097560975609756
61,10.0,2,Slow,TOC,-0.4628045192243526,-0.2990844118341728,-0.16372010739017984,35.37565010483695,0.6462434989516305,125.0,0.6097560975609756
62,10.0,5,Slow,DOC,-0.44862676294709386,-0.18060250531921168,-0.2680242576278822,59.74326093860121,0.4025673906139879,157.5,0.7682926829268293
62,10.0,5,Slow,DO,-0.14019586342096682,-0.0006055249792760043,-0.1395903384416908,99.56808641531897,0.0043191358468101975,157.5,0.7682926829268293
62,10.0,5,Slow,Nitrate,-0.14019586342096682,-0.03725243018837126,-0.10294343323259555,73.42829575754799,0.26571704242452004,157.5,0.7682926829268293
62,10.0,5,Slow,Ammonium,-0.03364700722103204,-0.027085779130328,-0.00656122809070404,19.500183322702036,0.8049981667729796,157.5,0.7682926829268293
62,10.0,5,Slow,Nitrogen,-0.17518875093084013,-0.07774024049942532,-0.09744851043141481,55.624867415080146,0.4437513258491985,157.5,0.7682926829268293
62,10.0,5,Slow,TOC,-0.4620855658355067,-0.31462281712647233,-0.14746274870903436,31.91243345643222,0.6808756654356778,157.5,0.7682926829268293
63,10.0,10,Slow,DOC,-0.4617239136850271,-0.18661712449471796,-0.2751067891903091,59.5825299570639,0.404174700429361,160.0,0.7804878048780488
63,10.0,10,Slow,DO,-0.14428872302657095,-0.0006445034570576051,-0.14364421956951334,99.55332375009036,0.004466762499096475,160.0,0.7804878048780488
63,10.0,10,Slow,Nitrate,-0.14428872302657095,-0.03884349007728173,-0.10544523294928922,73.07933062091855,0.2692066937908145,160.0,0.7804878048780488
63,10.0,10,Slow,Ammonium,-0.03462929352637702,-0.027755950441994495,-0.006873343084382522,19.84834914159343,0.8015165085840656,160.0,0.7804878048780488
63,10.0,10,Slow,Nitrogen,-0.18030318829400305,-0.08262550211943448,-0.09767768617456857,54.17413141651992,0.45825868583480084,160.0,0.7804878048780488
63,10.0,10,Slow,TOC,-0.4755756310955779,-0.3468777404963005,-0.1286978905992774,27.061498147581194,0.729385018524188,160.0,0.7804878048780488
64,0.1,2,Slow,DOC,-0.45698342977729595,-0.18629657078327583,-0.2706868589940201,59.233407899698975,0.4076659210030103,205.0,1.0
64,0.1,2,Slow,DO,-0.14280732180540498,-0.0006098477262361698,-0.1421974740791688,99.57295766174568,0.004270423382543179,205.0,1.0
64,0.1,2,Slow,Nitrate,-0.14280732180540498,-0.036203075788155396,-0.10660424601724958,74.64900585595521,0.25350994144044775,205.0,1.0
64,0.1,2,Slow,Ammonium,-0.0342737572332972,-0.02750696597930507,-0.006766791253992134,19.74335993550817,0.8025664006449182,205.0,1.0
64,0.1,2,Slow,Nitrogen,-0.17845202932803408,-0.07681127790993786,-0.10164075141809623,56.95690421724382,0.4304309578275618,205.0,1.0
64,0.1,2,Slow,TOC,-0.47069293267061485,-0.3173089322080497,-0.15338400046256517,32.5868501131504,0.674131498868496,205.0,1.0
65,0.1,5,Slow,DOC,-0.454495099284926,-0.18530844243273664,-0.26918665685218934,59.22762583704658,0.4077237416295342,205.0,1.0
65,0.1,5,Slow,DO,-0.14202971852653937,-0.0006070081618376736,-0.1414227103647017,99.57261890811658,0.004273810918834211,205.0,1.0
65,0.1,5,Slow,Nitrate,-0.14202971852653937,-0.036010452842174544,-0.10601926568436482,74.64583242453888,0.25354167575461123,205.0,1.0
65,0.1,5,Slow,Ammonium,-0.03408713244636945,-0.027353903465593157,-0.006733228980776291,19.752993277947127,0.8024700672205287,205.0,1.0
65,0.1,5,Slow,Nitrogen,-0.17748033627076357,-0.07641470814723361,-0.10106562812352995,56.94469046381819,0.43055309536181813,205.0,1.0
65,0.1,5,Slow,TOC,-0.46812995226347376,-0.3158119608273958,-0.15231799143607794,32.537544478749794,0.6746245552125021,205.0,1.0
66,0.1,10,Slow,DOC,-0.45641104763406,-0.18604183564300042,-0.27036921199105957,59.23809543888067,0.40761904561119333,205.0,1.0
66,0.1,10,Slow,DO,-0.14262845238564373,-0.0006093569854908586,-0.14201909540015287,99.57276618003029,0.004272338199697058,205.0,1.0
66,0.1,10,Slow,Nitrate,-0.14262845238564373,-0.03612334827600877,-0.10650510410963496,74.67311208121559,0.2532688791878441,205.0,1.0
