,Regime,Velocity,Pe,Trial,Chem,Conc_in,Conc_out,Normconc,base,rel_normconc,Variance,Anisotropy,Domain,Time_series,massflux_in,massflux_out,delmassflux,reldelmassflux,normmassflux,Time,fraction,temporal_normmassflux_base,spatial_normmassflux_base,temporal_reldelmassflux_base,spatial_reldelmassflux_base,normmassflux_temporal_fraction,normmassflux_spatial_fraction,reldelmassflux_temporal_fraction,reldelmassflux_spatial_fraction,Da63,k,tau63
20,Slow,0.00038,2,39,Ammonium,59.999999999999986,48.125373051234696,0.8020895508539118,0.8021345808492499,0.9999438622939177,0.1,10,Original,0,-0.034296604453175394,-0.027508948061651613,-0.006787656391523782,19.791044914638306,0.802089550853617,202.5,0.9878048780487804,0.802089550853617,0.8021345808490391,19.791044914638306,19.7865419150961,1.0,0.9999438622938129,1.0,1.0002275789049713,0.22180992072416997,0.0010890618169394019,912.943836501422
21,Slow,0.00038,2,39,Nitrate,249.99999999999994,63.46286607693815,0.25385146430775263,0.25330062199970477,1.0021746583316662,0.1,10,Original,0,-0.14290251855489752,-0.03627601358841319,-0.10662650496648432,74.61485356923407,0.2538514643076593,202.5,0.9878048780487804,0.2538514643076593,0.2533006219996381,74.61485356923407,74.6699378000362,1.0,1.0021746583315614,1.0,0.9992622970846764,1.378931691648761,0.006770399847939184,146.8528145566622
22,Slow,0.00038,2,39,Nitrogen,312.4,134.4686338839016,0.43043736838636876,0.43009951825178405,1.0007855161892716,0.1,10,Original,0,-0.17857098718619993,-0.07686362579455562,-0.10170736139164432,56.956263161378935,0.43043736838621055,202.5,0.9878048780487804,0.43043736838621055,0.4300995182516709,56.956263161378935,56.99004817483291,1.0,1.000785516189167,1.0,0.999407176962716,0.8478265265709273,0.004162733093552488,238.8460299998166
23,Slow,0.00038,2,39,TOC,824.0,555.0540589492882,0.6736092948413692,0.6737875015626694,0.9997355149496141,0.1,10,Original,0,-0.4710067011569422,-0.3172744918317707,-0.15373220932517145,32.639070515887845,0.6736092948411216,202.5,0.9878048780487804,0.6736092948411216,0.6737875015624921,32.639070515887845,32.62124984375079,1.0,0.9997355149495096,1.0,1.0005462902930575,0.39738910132476135,0.0019511358883665196,509.57612910100767
24,Slow,0.00038,2,40,DOC,800.0000000000001,327.0362230233124,0.40879527877914046,0.407627887222348,1.0028638657790252,1.0,2,Original,0,-0.4499889752724021,-0.18395336859401007,-0.2660356066783919,59.12047212208843,0.4087952787791156,167.5,0.8170731707317073,0.4087952787791156,0.4076278872222405,59.12047212208843,59.23721127777596,1.0,1.0028638657792286,1.0,0.9980292935273386,0.8997120882867286,0.005340542024680822,186.1706674620332
25,Slow,0.00038,2,40,DO,250.00000000000003,1.0848913509774463,0.004339565403909784,0.004272559714409002,1.0156827976622091,1.0,2,Original,0,-0.1406215547726256,-0.000610236434135254,-0.14001131833849034,99.56604345960908,0.004339565403909522,167.5,0.8170731707317073,0.004339565403909522,0.004272559714407877,99.56604345960908,99.57274402855921,1.0,1.0156827976624152,1.0,0.9999327067962672,5.471429353574568,0.032477498944667935,30.613572647258927
26,Slow,0.00038,2,40,Ammonium,60.00000000000001,48.29374417186033,0.8048957361976721,0.8021345808492499,1.0034422594591281,1.0,2,Original,0,-0.033749173145430154,-0.02716456556495207,-0.006584607580478085,19.51042638023765,0.8048957361976236,167.5,0.8170731707317073,0.8048957361976236,0.8021345808490391,19.51042638023765,19.7865419150961,1.0,1.0034422594593315,1.0,0.9860452859300396,0.21829724308643303,0.0012957762997217002,767.3024067174304
27,Slow,0.00038,2,40,Nitrate,250.00000000000003,65.09234267625533,0.2603693707050213,0.25330062199970477,1.0279065588134433,1.0,2,Original,0,-0.1406215547726256,-0.036613545723708,-0.10400800904891762,73.96306292949943,0.2603693707050055,167.5,0.8170731707317073,0.2603693707050055,0.2533006219996381,73.96306292949943,74.6699378000362,1.0,1.0279065588136511,1.0,0.990533340573689,1.3534331634575252,0.008033755221412692,123.75934366208298
28,Slow,0.00038,2,40,Nitrogen,312.40000000000003,138.56579713661063,0.4435524876331966,0.43009951825178405,1.0312787362238733,1.0,2,Original,0,-0.17572069484387298,-0.07794135132662898,-0.09777934351724403,55.644751236683035,0.44355248763316985,167.5,0.8170731707317073,0.44355248763316985,0.4300995182516709,55.644751236683035,56.99004817483291,1.0,1.0312787362240825,1.0,0.9763941779093992,0.8176386993166954,0.0048533679735495334,204.85820954901052
29,Slow,0.00038,2,40,TOC,824.0000000000001,578.8333259082622,0.7024676285294443,0.6737875015626694,1.0425655372061058,1.0,2,Original,0,-0.4634886445305742,-0.3255857689736993,-0.13790287555687486,29.753237147059828,0.7024676285294017,167.5,0.8170731707317073,0.7024676285294017,0.6737875015624921,29.753237147059828,32.62124984375079,1.0,1.042565537206317,1.0,0.9120814588518784,0.35519753757602096,0.0021083937863946413,471.5685844644993
30,Slow,0.00038,2,41,DOC,799.9999999999998,327.01482647868244,0.40876853309835315,0.407627887222348,1.002798252798104,1.0,5,Original,0,-0.4539551151241825,-0.18556256650184266,-0.26839254862233985,59.12314669015665,0.4087685330984336,182.5,0.8902439024390244,0.4087685330984336,0.4076278872222405,59.12314669015665,59.23721127777596,1.0,1.0027982527985655,1.0,0.9980744436620348,0.89977789427265,0.004901951873343232,202.82783247028627
31,Slow,0.00038,2,41,DO,249.99999999999997,1.0732370708361254,0.004292948283344502,0.004272559714409002,1.0047719798664816,1.0,5,Original,0,-0.141860973476307,-0.0006090018225588123,-0.14125197165374814,99.57070517166548,0.004292948283345349,182.5,0.8902439024390244,0.004292948283345349,0.004272559714407877,99.57070517166548,99.57274402855921,1.0,1.0047719798669446,1.0,0.9999795239458988,5.482292253876754,0.029867296090698266,33.288995104364744
32,Slow,0.00038,2,41,Ammonium,59.99999999999999,48.212182184823796,0.8035363697470633,0.8021345808492499,1.001747573201905,1.0,5,Original,0,-0.034046633634313685,-0.027357708392630086,-0.006688925241683595,19.6463630252778,0.8035363697472221,182.5,0.8902439024390244,0.8035363697472221,0.8021345808490391,19.6463630252778,19.7865419150961,1.0,1.0017475732023662,1.0,0.992915442707482,0.21999731510812623,0.0011985360584975428,829.5555784865069
33,Slow,0.00038,2,41,Nitrate,249.99999999999997,64.2522662900368,0.2570090651601472,0.25330062199970477,1.014640481855772,1.0,5,Original,0,-0.141860973476307,-0.0364595561758613,-0.1054014173004457,74.2990934839802,0.257009065160198,182.5,0.8902439024390244,0.257009065160198,0.2533006219996381,74.2990934839802,74.6699378000362,1.0,1.0146404818562396,1.0,0.9950335526319962,1.3664981797254785,0.007444624228560619,133.55305020359646
34,Slow,0.00038,2,41,Nitrogen,312.4,136.73220151909524,0.43768310345421013,0.43009951825178405,1.0176321639076717,1.0,5,Original,0,-0.17726947245599325,-0.07758785285224504,-0.0996816196037482,56.23168965457035,0.4376831034542965,182.5,0.8902439024390244,0.4376831034542965,0.4300995182516709,56.23168965457035,56.99004817483291,1.0,1.0176321639081405,1.0,0.9866931412667684,0.8310367104120562,0.0045274528140240855,219.60522045952737
35,Slow,0.00038,2,41,TOC,824.0000000000001,569.6923569210287,0.6913742195643551,0.6737875015626694,1.0261012826164004,1.0,5,Original,0,-0.467573768577908,-0.3232684493393793,-0.14430531923852868,30.862578043550855,0.6913742195644915,182.5,0.8902439024390244,0.6913742195644915,0.6737875015624921,30.862578043550855,32.62124984375079,1.0,1.026101282616873,1.0,0.9460881539296128,0.37120763952931346,0.002022323504025373,491.6385886653833
36,Slow,0.00038,2,42,DOC,799.9999999999999,326.7561771571075,0.40844522144638445,0.407627887222348,1.0020050988895925,1.0,10,Original,0,-0.4258161993589296,-0.17392259184254585,-0.2518936075163838,59.15547785537799,0.40844522144622014,210.0,1.024390243902439,0.40844522144622014,0.4076278872222405,59.15547785537799,59.23721127777596,1.0,1.0020050988894535,1.0,0.9986202351421524,0.9005737220886008,0.004263797478573043,233.1846853281154
37,Slow,0.00038,2,42,DO,250.0,1.0642751508754613,0.0042571006035018455,0.004272559714409002,0.9963817683214534,1.0,10,Original,0,-0.1330675622996655,-0.0005664819997721975,-0.1325010802998933,99.57428993965,0.0042571006035001325,210.0,1.024390243902439,0.0042571006035001325,0.004272559714407877,99.57428993965,99.57274402855921,1.0,0.9963817683213148,1.0,1.0000155254442955,5.49072615299838,0.02599603314251078,38.24630734594604
38,Slow,0.00038,2,42,Ammonium,60.0,48.37655107096304,0.8062758511827173,0.8021345808492499,1.0051628123663274,1.0,10,Original,0,-0.03193621495191972,-0.02574939889390294,-0.00618681605801678,19.372414881760694,0.8062758511823931,210.0,1.024390243902439,0.8062758511823931,0.8021345808490391,19.372414881760694,19.7865419150961,1.0,1.005162812366187,1.0,0.9790702673002476,0.21657415695871843,0.0010253778471606535,969.6447764080572
39,Slow,0.00038,2,42,Nitrate,250.0,63.215057174854415,0.25286022869941766,0.25330062199970477,0.9982613808966975,1.0,10,Original,0,-0.1330675622996655,-0.0336474942355539,-0.09942006806411158,74.71397713006839,0.2528602286993161,210.0,1.024390243902439,0.2528602286993161,0.2533006219996381,74.71397713006839,74.6699378000362,1.0,0.9982613808965594,1.0,1.0005897866173417,1.3828667386637379,0.006547230469752574,151.85845036877717
40,Slow,0.00038,2,42,Nitrogen,312.4,136.91462917677885,0.43826705882451616,0.43009951825178405,1.0189898854244956,1.0,10,Original,0,-0.16628122584966198,-0.07287558379083718,-0.09340564205882483,56.17329411756602,0.4382670588243399,210.0,1.024390243902439,0.4382670588243399,0.4300995182516709,56.17329411756602,56.99004817483291,1.0,1.0189898854243538,1.0,0.9856684792621816,0.8296956951311861,0.00392822300508477,253.1048446223361
41,Slow,0.00038,2,42,TOC,824.0,579.9863864667213,0.7038669738673803,0.6737875015626694,1.044642372016325,1.0,10,Original,0,-0.4385906853396975,-0.3087094984563491,-0.12988118688334846,29.61330261329029,0.7038669738670971,210.0,1.024390243902439,0.7038669738670971,0.6737875015624921,29.61330261329029,32.62124984375079,1.0,1.0446423720161797,1.0,0.9077917846536244,0.35319597215757925,0.0016722185631122396,594.5707668101832
42,Slow,0.00038,2,43,DOC,799.9999999999999,323.80747401152297,0.40475934251440376,0.407627887222348,0.9929628349829276,10.0,2,Original,0,-0.419603857397735,-0.16983858143714078,-0.2497652759605942,59.52406574848194,0.4047593425151805,200.0,0.975609756097561,0.4047593425151805,0.4076278872222405,59.52406574848194,59.23721127777596,1.0,0.9929628349850949,1.0,1.0048424708813664,0.9096912612166667,0.004522313022528601,219.854810666764
43,Slow,0.00038,2,43,DO,249.99999999999994,1.0898788841135951,0.004359515536454381,0.004272559714409002,1.0203521607321544,10.0,2,Original,0,-0.13112620543679213,-0.0005716467298391018,-0.130554558706953,99.56404844635372,0.0043595155364627505,200.0,0.975609756097561,0.0043595155364627505,0.004272559714407877,99.56404844635372,99.57274402855921,1.0,1.0203521607343815,1.0,0.9999126710598334,5.466816107954962,0.027176971716435457,36.58436575339945
44,Slow,0.00038,2,43,Ammonium,59.99999999999998,48.12159576905584,0.8020265961509309,0.8021345808492499,0.9998653783281545,10.0,2,Original,0,-0.03147028930483011,-0.025240009011086386,-0.0062302802937437285,19.797340384752978,0.8020265961524702,200.0,0.975609756097561,0.8020265961524702,0.8021345808490391,19.797340384752978,19.7865419150961,1.0,0.9998653783303364,1.0,1.0005457482011366,0.22188886593193888,0.0011030675469126136,901.3521212972761
45,Slow,0.00038,2,43,Nitrate,249.99999999999994,65.6822578992348,0.2627290315969393,0.25330062199970477,1.0372222125741384,10.0,2,Original,0,-0.13112620543679213,-0.03445066097145583,-0.0966755444653363,73.72709684025565,0.26272903159744354,200.0,0.975609756097561,0.26272903159744354,0.2533006219996381,73.72709684025565,74.6699378000362,1.0,1.0372222125764023,1.0,0.9873732188942564,1.344359084582679,0.006683160380184042,148.76977609154534
46,Slow,0.00038,2,43,Nitrogen,312.3999999999999,142.16543021759443,0.4550750006965252,0.43009951825178405,1.0580690779340056,10.0,2,Original,0,-0.16385530631381545,-0.07456645363503205,-0.0892888526787834,54.49249993026013,0.4550750006973987,200.0,0.975609756097561,0.4550750006973987,0.4300995182516709,54.49249993026013,56.99004817483291,1.0,1.0580690779363149,1.0,0.9561757126979284,0.791844341750188,0.0039364651845980115,252.57489313865204
47,Slow,0.00038,2,43,TOC,824.0000000000002,607.423239504561,0.7371641256123311,0.6737875015626694,1.0940602547578824,10.0,2,Original,0,-0.432191973119667,-0.318596417962039,-0.11359555515762798,26.283587438625393,0.7371641256137462,200.0,0.975609756097561,0.7371641256137462,0.6737875015624921,26.283587438625393,32.62124984375079,1.0,1.0940602547602705,1.0,0.8057198165158747,0.30670758878691046,0.0015247235870160082,652.08689746165
48,Slow,0.00038,2,44,DOC,800.0000000000001,317.09265654954817,0.39636582068693516,0.407627887222348,0.9723716975986244,10.0,5,Original,0,-0.4667697849235956,-0.18501158887304966,-0.28175819605054586,60.36341793131836,0.3963658206868163,175.0,0.8536585365853658,0.3963658206868163,0.4076278872222405,60.36341793131836,59.23721127777596,1.0,0.9723716975985892,1.0,1.0190118108069164,0.9307675017255377,0.0052881011688297565,188.0168781952204
49,Slow,0.00038,2,44,DO,249.99999999999997,1.0709331471813377,0.004283732588725352,0.004272559714409002,1.0026150305819412,10.0,5,Original,0,-0.14586555778862365,-0.0006248490434715402,-0.1452407087451521,99.57162674112759,0.0042837325887240645,175.0,0.8536585365853658,0.0042837325887240645,0.004272559714407877,99.57162674112759,99.57274402855921,1.0,1.0026150305819037,1.0,0.9999887791840776,5.484453689945386,0.03115960313872777,31.908374086707372
50,Slow,0.00038,2,44,Ammonium,59.99999999999997,47.64960372964348,0.7941600621607251,0.8021345808492499,0.9900583781339013,10.0,5,Original,0,-0.03500773386926967,-0.02780174410571696,-0.007205989763552714,20.58399378395139,0.7941600621604861,175.0,0.8536585365853658,0.7941600621604861,0.8021345808490391,20.58399378395139,19.7865419150961,1.0,0.9900583781338635,1.0,1.0403027407354528,0.23180258633280523,0.001316972848162169,754.9527499608989
51,Slow,0.00038,2,44,Nitrate,249.99999999999997,66.27195990411411,0.2650878396164565,0.25330062199970477,1.0465344992984875,10.0,5,Original,0,-0.14586555778862365,-0.03866718558862401,-0.10719837219999964,73.49121603836231,0.26508783961637683,175.0,0.8536585365853658,0.26508783961637683,0.2533006219996381,73.49121603836231,74.6699378000362,1.0,1.0465344992984484,1.0,0.9842142394060852,1.335369375826484,0.007586823072395785,131.0498826526476
52,Slow,0.00038,2,44,Nitrogen,312.40000000000003,140.58230063134747,0.45000736437691247,0.43009951825178405,1.0462866041004821,10.0,5,Original,0,-0.1822736010126641,-0.08202446278717326,-0.10024913822549084,54.999263562322255,0.45000736437677735,175.0,0.8536585365853658,0.45000736437677735,0.4300995182516709,54.999263562322255,56.99004817483291,1.0,1.0462866041004433,1.0,0.9650678552437196,0.803107372723594,0.0045628076061123065,217.90361531175964
53,Slow,0.00038,2,44,TOC,824.0000000000002,583.7000265254471,0.7083738185988434,0.6737875015626694,1.0513311941167807,10.0,5,Original,0,-0.4807728784713034,-0.34056691980137266,-0.1402059586699308,29.162618140136928,0.7083738185986308,175.0,0.8536585365853658,0.7083738185986308,0.6737875015624921,29.162618140136928,32.62124984375079,1.0,1.0513311941167416,1.0,0.893976113110932,0.3467765088396757,0.0019701904700348406,504.6477934320151
54,Slow,0.00038,2,45,DOC,799.9999999999999,323.2026581738337,0.40400332271729217,0.407627887222348,0.9911081537385622,10.0,10,Original,0,-0.34204154320549945,-0.13818591996202867,-0.2038556232434708,59.59966772837117,0.4040033227162883,157.5,0.7682926829268293,0.4040033227162883,0.4076278872222405,59.59966772837117,59.23721127777596,1.0,0.9911081537363609,1.0,1.0061187291362448,0.9115716411277405,0.0057544900095686064,172.77852106626602
55,Slow,0.00038,2,45,DO,249.99999999999991,1.1611101077560328,0.004644440431024133,0.004272559714409002,1.08703932571404,10.0,10,Original,0,-0.1068879822517186,-0.000496434866359238,-0.10639154738535936,99.53555595689876,0.00464444043101259,157.5,0.7682926829268293,0.00464444043101259,0.004272559714407877,99.53555595689876,99.57274402855921,1.0,1.0870393257116246,1.0,0.9996265235831024,5.403140153609303,0.03410847225981955,29.149715817530637
56,Slow,0.00038,2,45,Ammonium,60.00000000000001,48.4714418821113,0.8078573647018549,0.8021345808492499,1.0071344435076544,10.0,10,Original,0,-0.025653115740412458,-0.0207240584783898,-0.0049290572620226646,19.214263530015216,0.8078573646998478,157.5,0.7682926829268293,0.8078573646998478,0.8021345808490391,19.214263530015216,19.7865419150961,1.0,1.0071344435054168,1.0,0.9710773925258628,0.21460324567408193,0.001354728665894783,733.9124788410486
57,Slow,0.00038,2,45,Nitrate,249.99999999999991,73.23103614199626,0.2929241445679851,0.25330062199970477,1.1564288403852656,10.0,10,Original,0,-0.1068879822517186,-0.03131007076560484,-0.07557791148611376,70.70758554327428,0.2929241445672572,157.5,0.7682926829268293,0.2929241445672572,0.2533006219996381,70.70758554327428,74.6699378000362,1.0,1.1564288403826963,1.0,0.9469351070390204,1.2349396915265967,0.007795819655510429,127.5365923378032
58,Slow,0.00038,2,45,Nitrogen,312.4,154.75787016030665,0.4953837072993171,0.43009951825178405,1.1517885658484162,10.0,10,Original,0,-0.13356722262174756,-0.06616702591587009,-0.06740019670587746,50.4616292701914,0.4953837072980861,157.5,0.7682926829268293,0.4953837072980861,0.4300995182516709,50.4616292701914,56.99004817483291,1.0,1.1517885658458569,1.0,0.885446334689633,0.7064833234688105,0.0044598263519898115,222.93519856446156
59,Slow,0.00038,2,45,TOC,824.0,653.7565795358244,0.7933939072036703,0.6737875015626694,1.1775135415299423,10.0,10,Original,0,-0.35230278950166444,-0.2795148866807833,-0.07278790282088116,20.66060927983009,0.7933939072016991,157.5,0.7682926829268293,0.7933939072016991,0.6737875015624921,20.66060927983009,32.62124984375079,1.0,1.1775135415273266,1.0,0.6333481818995361,0.23277336797338213,0.0014694314303583724,676.6237966622122
60,Slow,0.00038,2,46,DOC,799.9999999999999,326.07288023742376,0.40759110029677975,0.407627887222348,0.9999097536583699,0.1,2,Original,0,-0.4528061897948141,-0.18455977311971852,-0.2682464166750955,59.24088997030925,0.4075911002969075,207.5,1.0121951219512195,0.4075911002969075,0.4076278872222405,59.24088997030925,59.23721127777596,1.0,0.9999097536589469,1.0,1.0000621010417936,0.9026791653770828,0.004325256926632814,229.87126318941847
