,Regime,Trial,Chem,Conc_in,Conc_out,Normconc,base,rel_normconc,Variance,Anisotropy,massflux_in,massflux_out,delmassflux,reldelmassflux,normmassflux,Time,fraction,spatial_normmassflux_base,spatial_reldelmassflux_base,normmassflux_spatial_fraction,reldelmassflux_spatial_fraction,k,tau,Da
20,Slow,39,Ammonium,59.999999999999986,48.125373051234696,0.8020895508539118,0.8021345808492499,0.9999438622939177,0.1,10,-0.034296604,-0.027508948,-0.0067876559999999996,19.79104491,0.8020895509999999,202.5,0.9878048779999999,0.8021345809999999,19.78654192,0.9999438620000001,1.0002275790000001,0.0010890618169394019,912.943836501422,0.22180992072416997
21,Slow,39,Nitrate,249.99999999999994,63.46286607693815,0.25385146430775263,0.25330062199970477,1.0021746583316662,0.1,10,-0.142902519,-0.036276014,-0.106626505,74.61485357,0.25385146399999997,202.5,0.9878048779999999,0.253300622,74.6699378,1.002174658,0.999262297,0.006770399847939184,146.8528145566622,1.378931691648761
22,Slow,39,Nitrogen,312.4,134.4686338839016,0.43043736838636876,0.43009951825178405,1.0007855161892716,0.1,10,-0.178570987,-0.07686362599999999,-0.101707361,56.95626316,0.430437368,202.5,0.9878048779999999,0.43009951799999996,56.99004817,1.0007855159999999,0.999407177,0.004162733093552488,238.8460299998166,0.8478265265709273
23,Slow,39,TOC,824.0,555.0540589492882,0.6736092948413692,0.6737875015626694,0.9997355149496141,0.1,10,-0.471006701,-0.317274492,-0.153732209,32.63907052,0.673609295,202.5,0.9878048779999999,0.673787502,32.62124984,0.999735515,1.00054629,0.0019511358883665196,509.57612910100767,0.39738910132476135
24,Slow,40,DOC,800.0000000000001,327.0362230233124,0.40879527877914046,0.407627887222348,1.0028638657790252,1.0,2,-0.449988975,-0.18395336899999998,-0.266035607,59.12047212,0.408795279,167.5,0.817073171,0.407627887,59.23721128,1.002863866,0.9980292940000001,0.005340542024680822,186.1706674620332,0.8997120882867286
25,Slow,40,DO,250.00000000000003,1.0848913509774463,0.004339565403909784,0.004272559714409002,1.0156827976622091,1.0,2,-0.140621555,-0.000610236,-0.140011318,99.56604346,0.004339565,167.5,0.817073171,0.00427256,99.57274403,1.015682798,0.999932707,0.032477498944667935,30.613572647258927,5.471429353574568
26,Slow,40,Ammonium,60.00000000000001,48.29374417186033,0.8048957361976721,0.8021345808492499,1.0034422594591281,1.0,2,-0.033749173,-0.027164566,-0.0065846080000000005,19.51042638,0.804895736,167.5,0.817073171,0.8021345809999999,19.78654192,1.003442259,0.986045286,0.0012957762997217002,767.3024067174304,0.21829724308643303
27,Slow,40,Nitrate,250.00000000000003,65.09234267625533,0.2603693707050213,0.25330062199970477,1.0279065588134433,1.0,2,-0.140621555,-0.036613546000000004,-0.104008009,73.96306293,0.260369371,167.5,0.817073171,0.253300622,74.6699378,1.027906559,0.9905333409999999,0.008033755221412692,123.75934366208298,1.3534331634575252
28,Slow,40,Nitrogen,312.40000000000003,138.56579713661063,0.4435524876331966,0.43009951825178405,1.0312787362238733,1.0,2,-0.175720695,-0.07794135099999999,-0.097779344,55.64475124,0.44355248799999997,167.5,0.817073171,0.43009951799999996,56.99004817,1.031278736,0.976394178,0.0048533679735495334,204.85820954901052,0.8176386993166954
29,Slow,40,TOC,824.0000000000001,578.8333259082622,0.7024676285294443,0.6737875015626694,1.0425655372061058,1.0,2,-0.463488645,-0.32558576899999997,-0.137902876,29.75323715,0.702467629,167.5,0.817073171,0.673787502,32.62124984,1.042565537,0.912081459,0.0021083937863946413,471.5685844644993,0.35519753757602096
30,Slow,41,DOC,799.9999999999998,327.01482647868244,0.40876853309835315,0.407627887222348,1.002798252798104,1.0,5,-0.453955115,-0.18556256699999998,-0.268392549,59.12314669,0.408768533,182.5,0.890243902,0.407627887,59.23721128,1.002798253,0.998074444,0.004901951873343232,202.82783247028627,0.89977789427265
31,Slow,41,DO,249.99999999999997,1.0732370708361254,0.004292948283344502,0.004272559714409002,1.0047719798664816,1.0,5,-0.141860973,-0.000609002,-0.141251972,99.57070517,0.0042929479999999996,182.5,0.890243902,0.00427256,99.57274403,1.00477198,0.999979524,0.029867296090698266,33.288995104364744,5.482292253876754
32,Slow,41,Ammonium,59.99999999999999,48.212182184823796,0.8035363697470633,0.8021345808492499,1.001747573201905,1.0,5,-0.034046634,-0.027357707999999998,-0.006688925,19.64636303,0.80353637,182.5,0.890243902,0.8021345809999999,19.78654192,1.001747573,0.992915443,0.0011985360584975428,829.5555784865069,0.21999731510812623
33,Slow,41,Nitrate,249.99999999999997,64.2522662900368,0.2570090651601472,0.25330062199970477,1.014640481855772,1.0,5,-0.141860973,-0.036459556000000004,-0.105401417,74.29909348,0.257009065,182.5,0.890243902,0.253300622,74.6699378,1.0146404820000001,0.995033553,0.007444624228560619,133.55305020359646,1.3664981797254785
34,Slow,41,Nitrogen,312.4,136.73220151909524,0.43768310345421013,0.43009951825178405,1.0176321639076717,1.0,5,-0.17726947199999998,-0.077587853,-0.09968162,56.23168965,0.43768310299999996,182.5,0.890243902,0.43009951799999996,56.99004817,1.0176321640000001,0.9866931409999999,0.0045274528140240855,219.60522045952737,0.8310367104120562
35,Slow,41,TOC,824.0000000000001,569.6923569210287,0.6913742195643551,0.6737875015626694,1.0261012826164004,1.0,5,-0.467573769,-0.32326844899999996,-0.14430531900000002,30.86257804,0.69137422,182.5,0.890243902,0.673787502,32.62124984,1.026101283,0.946088154,0.002022323504025373,491.6385886653833,0.37120763952931346
36,Slow,42,DOC,799.9999999999999,326.7561771571075,0.40844522144638445,0.407627887222348,1.0020050988895925,1.0,10,-0.425816199,-0.173922592,-0.251893608,59.15547786,0.408445221,210.0,1.0243902440000001,0.407627887,59.23721128,1.002005099,0.998620235,0.004263797478573043,233.1846853281154,0.9005737220886008
37,Slow,42,DO,250.0,1.0642751508754613,0.0042571006035018455,0.004272559714409002,0.9963817683214534,1.0,10,-0.133067562,-0.000566482,-0.13250108,99.57428994,0.004257101,210.0,1.0243902440000001,0.00427256,99.57274403,0.996381768,1.000015525,0.02599603314251078,38.24630734594604,5.49072615299838
38,Slow,42,Ammonium,60.0,48.37655107096304,0.8062758511827173,0.8021345808492499,1.0051628123663274,1.0,10,-0.031936215,-0.025749399,-0.0061868159999999995,19.37241488,0.806275851,210.0,1.0243902440000001,0.8021345809999999,19.78654192,1.005162812,0.979070267,0.0010253778471606535,969.6447764080572,0.21657415695871843
39,Slow,42,Nitrate,250.0,63.215057174854415,0.25286022869941766,0.25330062199970477,0.9982613808966975,1.0,10,-0.133067562,-0.033647494,-0.09942006800000001,74.71397713,0.252860229,210.0,1.0243902440000001,0.253300622,74.6699378,0.998261381,1.000589787,0.006547230469752574,151.85845036877717,1.3828667386637379
